Country,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,Temperature,Humidity,WindSpeed,Date,Station_ID,Status,Year,Month,Month_Name,Quarter,High_AQI_Flag,Pollution_Load
China,Beijing,187.47,302.17,117.53,73.21,8.49,63.46,204.0,13.69,44.29,5.16,2024-04-10,4757,Very Unhealthy,2024,4,April,2,1,0.6798957542758696
China,Shenzhen,47.68,62.75,37.12,15.87,1.05,95.65,24.0,33.41,86.81,9.1,2024-04-11,3426,Good,2024,4,April,2,0,0.2436806490725891
China,Beijing,197.36,246.69,133.4,80.04,10.49,69.99,219.0,33.26,86.98,4.26,2024-04-12,3539,Very Unhealthy,2024,4,April,2,1,0.7225461765476578
Japan,Tokyo,124.13,202.01,70.81,49.31,3.62,82.61,123.0,32.07,56.98,5.87,2024-04-13,9782,Unhealthy for Sensitive Groups,2024,4,April,2,1,0.46719576676132285
Japan,Osaka,134.77,199.38,90.19,30.11,6.1,37.04,143.0,25.16,65.9,6.61,2024-04-14,6353,Unhealthy for Sensitive Groups,2024,4,April,2,1,0.43017536249896865
China,Shenzhen,253.98375000000001,383.85749999999996,151.46875,28.93,7.28,38.24,269.0,17.22,58.49,10.7,2024-04-15,4155,Very Unhealthy,2024,4,April,2,1,0.6731883181981759
Japan,Kyoto,221.03,267.78,126.17,85.75,14.94125,67.23,286.0,20.06,40.73,4.79,2024-04-16,5868,Very Unhealthy,2024,4,April,2,1,0.7965260708746446
Vietnam,Hanoi,147.06,214.34,92.5,26.94,8.25,60.73,170.0,30.42,75.3,5.61,2024-04-17,5471,Unhealthy,2024,4,April,2,1,0.4961030289780722
Vietnam,Hanoi,96.16,154.41,69.81,38.61,6.66,93.26,117.0,24.72,72.12,7.51,2024-04-18,5390,Unhealthy for Sensitive Groups,2024,4,April,2,1,0.45446411397974024
Germany,Hamburg,148.5,207.34,117.52,46.01,4.3,36.96,170.0,25.5,87.01,5.63,2024-04-19,2897,Unhealthy,2024,4,April,2,1,0.4817748983814316
China,Shanghai,118.69,168.72,38.08,22.69,4.6,78.78,132.0,35.44,86.5,7.86,2024-04-20,2667,Unhealthy for Sensitive Groups,2024,4,April,2,1,0.3703157562207919
Vietnam,Hanoi,130.8,181.27,66.98,44.88,10.08,59.01,149.0,31.02,77.04,8.77,2024-04-21,6685,Unhealthy for Sensitive Groups,2024,4,April,2,1,0.4927734082570984
Vietnam,Ho Chi Minh City,143.88,213.68,61.98,41.07,9.69,57.57,175.0,20.9,72.7,7.78,2024-04-22,4182,Unhealthy,2024,4,April,2,1,0.4973194676152847
Japan,Osaka,187.77,271.61,108.93,51.74,8.43,46.61,202.0,31.84,34.82,4.72,2024-04-23,3385,Very Unhealthy,2024,4,April,2,1,0.5960921024091125
China,Shenzhen,157.32,216.45,96.78,17.4,12.48,101.95,197.0,29.43,57.59,5.67,2024-04-24,9693,Unhealthy,2024,4,April,2,1,0.5912239324880483
USA,New York,96.79,173.14,64.12,15.33,3.51,51.86,119.0,36.13,63.72,8.02,2024-04-25,1125,Unhealthy for Sensitive Groups,2024,4,April,2,1,0.3270080798886099
Germany,Munich,189.28,246.78,110.66,61.34,11.6,38.55,208.0,24.24,58.7,7.68,2024-04-26,2927,Very Unhealthy,2024,4,April,2,1,0.630672261693115
Japan,Osaka,52.14,77.58,37.56,25.85,3.05,81.24,60.0,34.0,53.17,6.25,2024-04-27,1670,Moderate,2024,4,April,2,0,0.27597410736033123
USA,Los Angeles,102.49,137.34,41.83,25.23,2.34,46.39,92.0,29.16,67.86,5.79,2024-04-28,9588,Moderate,2024,4,April,2,0,0.28780580741243456
China,Beijing,77.17,110.49,35.65,17.93,2.43,74.78,85.0,30.31,68.49,6.55,2024-04-29,3091,Moderate,2024,4,April,2,0,0.2758217179989104
USA,New York,129.03,162.43,71.79,57.17,4.12,44.83,103.0,26.65,77.86,6.02,2024-04-30,2192,Unhealthy for Sensitive Groups,2024,4,April,2,1,0.42583008294671437
Vietnam,Ho Chi Minh City,100.26,130.68,62.14,37.79,2.44,85.88,122.0,23.82,58.22,6.5,2024-05-01,2676,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.37985038741867144
USA,Los Angeles,135.5,184.79,63.56,36.29,3.51,87.33,146.0,29.81,74.61,7.78,2024-05-02,6397,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.44029207089462025
China,Shanghai,16.01,24.49,10.71,3.88,0.79,45.48,20.0,17.64,82.69,5.06,2024-05-03,2264,Good,2024,5,May,2,0,0.08780875813043294
USA,Los Angeles,99.98,134.79,77.42,18.52,4.95,124.55,118.0,32.64,66.5,4.75,2024-05-04,3068,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.4409612753307561
USA,New York,172.3,285.43,56.1,57.44,4.64,64.01,155.0,22.86,71.55,8.53,2024-05-05,5303,Unhealthy,2024,5,May,2,1,0.522775831745144
Japan,Osaka,27.7,35.97,15.73,6.56,0.83,127.31,12.0,30.42,16.67,7.4,2024-05-06,7717,Good,2024,5,May,2,0,0.21537833012038676
Germany,Munich,194.16,279.33,144.71,81.58,10.33,79.65,248.0,21.18,73.84,7.07,2024-05-07,3111,Very Unhealthy,2024,5,May,2,1,0.7607962406030842
USA,New York,87.96,153.91,34.96,24.12,6.2,48.79,112.0,20.81,55.09,3.23,2024-05-08,3871,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.3221927496721457
Vietnam,Da Nang,5.0,10.0,2.39,1.0,0.18,76.65,10.0,28.34,72.87,6.07,2024-05-09,9354,Good,2024,5,May,2,0,0.09216946418763829
USA,Chicago,125.88,222.74,63.52,24.77,4.96,68.03,122.0,32.92,26.02,6.57,2024-05-10,4658,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.4217468320876984
Vietnam,Ho Chi Minh City,190.12,292.66,100.73,28.07,5.6,33.62,185.0,38.1,48.86,3.53,2024-05-11,4637,Unhealthy,2024,5,May,2,1,0.50693001010183
Japan,Osaka,138.01,225.58,72.31,25.53,11.0,77.11,182.0,21.71,27.19,11.34,2024-05-12,1408,Unhealthy,2024,5,May,2,1,0.521646216026319
China,Shanghai,109.75,147.69,61.41,53.86,5.37,75.21,126.0,31.07,17.32,6.38,2024-05-13,2890,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.4413564717911585
China,Beijing,117.47,167.89,93.73,14.2,4.17,39.64,120.0,38.49,64.33,5.57,2024-05-14,4635,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.36140727641612663
USA,Chicago,46.73,65.38,32.14,14.93,1.84,118.88,25.0,33.99,66.31,5.33,2024-05-15,8284,Good,2024,5,May,2,0,0.2752895224719802
Japan,Tokyo,149.93,261.05,93.89,26.65,4.16,27.93,137.0,7.83,46.46,5.04,2024-05-16,7594,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.432360454787041
USA,Chicago,184.15,299.08,96.31,66.57,10.19,50.58,201.0,38.2,78.87,4.4,2024-05-17,1225,Very Unhealthy,2024,5,May,2,1,0.6434104195416835
Japan,Osaka,159.88,275.3,59.19,49.37,6.86,56.37,161.0,29.85,38.97,8.79,2024-05-18,6294,Unhealthy,2024,5,May,2,1,0.5140691771958141
Japan,Osaka,231.4,321.84,151.46875,93.33125000000001,14.94125,102.85,271.0,25.68,65.32,9.47,2024-05-19,7096,Very Unhealthy,2024,5,May,2,1,0.9146204227917428
USA,Chicago,142.85,224.0,66.54,62.77,8.37,55.89,179.0,20.34,52.56,6.79,2024-05-20,6014,Unhealthy,2024,5,May,2,1,0.5285325015379965
Vietnam,Da Nang,179.66,291.4,103.96,74.01,4.88,67.48,177.0,26.84,69.2,8.77,2024-05-21,5558,Unhealthy,2024,5,May,2,1,0.620735550178139
China,Shenzhen,77.88,134.93,24.98,8.13,3.07,91.91,89.0,40.08,35.84,5.32,2024-05-22,1010,Moderate,2024,5,May,2,0,0.286508965794468
Germany,Hamburg,122.23,151.47,69.69,54.8,9.03,73.48,124.0,7.51,64.48,5.55,2024-05-23,8043,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.501233458705868
USA,Chicago,86.01,146.48,32.01,31.54,2.75,92.27,92.0,45.0,75.47,6.88,2024-05-24,1800,Moderate,2024,5,May,2,0,0.34405906552713156
Japan,Osaka,86.99,148.4,28.83,34.33,4.26,94.0,87.0,42.29,54.24,7.53,2024-05-25,3510,Moderate,2024,5,May,2,0,0.36621182506541744
USA,Chicago,178.17,312.08,115.03,34.55,11.05,47.97,246.0,31.65,69.3,3.73,2024-05-26,9900,Very Unhealthy,2024,5,May,2,1,0.6146265758769957
Germany,Berlin,200.34,246.11,93.78,91.11,5.29,71.5,171.0,45.0,83.78,4.57,2024-05-27,7181,Unhealthy,2024,5,May,2,1,0.6436046410295178
Vietnam,Da Nang,98.66,152.99,78.16,27.5,5.07,59.49,108.0,32.3,82.88,2.41,2024-05-28,1794,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.38409223797124326
Germany,Munich,122.06,141.43,29.83,30.06,2.34,82.66,103.0,22.95,47.45,6.28,2024-05-29,7887,Unhealthy for Sensitive Groups,2024,5,May,2,1,0.3440492004532321
Germany,Berlin,133.11,187.51,95.5,15.55,10.32,64.37,160.0,27.36,88.4,5.14,2024-05-30,4826,Unhealthy,2024,5,May,2,1,0.4854500622877387
Germany,Munich,157.18,223.97,47.4,39.87,8.54,45.05,191.0,28.6,51.98,6.68,2024-05-31,7082,Unhealthy,2024,5,May,2,1,0.4635989220851701
Germany,Berlin,62.14,90.62,44.98,7.0,2.56,71.03,49.0,25.1,46.75,5.51,2024-06-01,2359,Good,2024,6,June,2,0,0.24428227979397418
Germany,Munich,170.06,268.59,115.57,82.24,12.72,56.17,213.0,19.98,43.73,5.56,2024-06-02,3357,Very Unhealthy,2024,6,June,2,1,0.705646795195261
Germany,Munich,83.04,140.9,48.71,20.27,3.74,91.0,121.0,22.16,86.54,4.75,2024-06-03,2527,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.34736907820992347
China,Shanghai,93.34,129.3,51.22,37.3,2.75,84.6,95.0,27.62,56.24,5.66,2024-06-04,2132,Moderate,2024,6,June,2,0,0.36340059591736784
Japan,Kyoto,5.0,10.0,2.03,1.69,0.38,56.05,10.0,28.91,24.76,4.18,2024-06-05,1959,Good,2024,6,June,2,0,0.0691433521959216
China,Shanghai,114.53,138.1,81.97,37.49,4.79,69.87,101.0,19.81,19.66,7.57,2024-06-06,4603,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.42037382911779125
Vietnam,Da Nang,154.61,198.01,48.51,24.69,6.36,26.41,142.0,31.14,47.19,6.79,2024-06-07,5593,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.3760292632219044
China,Shanghai,87.12,128.89,55.89,23.5,2.15,92.48,68.0,28.86,29.12,3.97,2024-06-08,7528,Moderate,2024,6,June,2,0,0.3426033500602566
USA,Chicago,62.39,83.51,48.93,19.24,2.64,106.31,64.0,25.04,69.87,3.66,2024-06-09,3633,Moderate,2024,6,June,2,0,0.31340437484080913
USA,Los Angeles,181.19,267.19,101.63,56.96,14.1,58.64,237.0,16.49,83.32,4.5,2024-06-10,5845,Very Unhealthy,2024,6,June,2,1,0.6699249731041955
Japan,Osaka,70.66,110.48,39.98,27.55,2.85,57.25,60.0,38.72,77.75,7.53,2024-06-11,8533,Moderate,2024,6,June,2,0,0.27614522959670823
Germany,Berlin,71.53,91.86,50.72,13.92,2.37,58.18,80.0,25.57,82.2,3.84,2024-06-12,6293,Moderate,2024,6,June,2,0,0.2515877063802858
Vietnam,Da Nang,146.25,256.75,109.28,63.41,8.04,56.94,174.0,25.41,49.55,4.08,2024-06-13,5620,Unhealthy,2024,6,June,2,1,0.5918466721585992
China,Beijing,159.54,197.24,107.34,54.85,6.64,68.57,152.0,26.56,74.6,7.2,2024-06-14,3307,Unhealthy,2024,6,June,2,1,0.5556205856107345
Japan,Tokyo,58.48,102.84,26.54,19.28,3.47,45.83,89.0,12.28,61.95,1.45,2024-06-15,4483,Moderate,2024,6,June,2,0,0.2271561772366291
Japan,Kyoto,110.04,174.96,34.72,35.78,2.6,70.88,113.0,20.4,70.82,6.54,2024-06-16,1078,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.3547140921297829
Vietnam,Ho Chi Minh City,115.05,167.17,68.62,32.47,3.48,95.98,121.0,24.38,74.5,6.95,2024-06-17,2310,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.4281241604301409
Germany,Hamburg,37.01,44.89,23.21,11.89,2.27,74.91,46.0,27.47,77.36,4.27,2024-06-18,3064,Good,2024,6,June,2,0,0.1932883466981821
Japan,Tokyo,118.94,184.61,94.24,38.96,8.93,41.41,169.0,29.65,67.97,6.27,2024-06-19,6423,Unhealthy,2024,6,June,2,1,0.47080650828273773
Japan,Tokyo,155.81,205.47,83.59,17.11,3.96,46.55,176.0,39.93,51.07,4.48,2024-06-20,7526,Unhealthy,2024,6,June,2,1,0.40417302498279173
USA,New York,90.2,134.97,69.84,32.12,2.49,46.25,103.0,33.02,82.26,6.51,2024-06-21,6367,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.32369942769851484
USA,Los Angeles,162.34,251.03,105.74,46.74,11.08,58.43,192.0,34.77,70.45,7.94,2024-06-22,6166,Unhealthy,2024,6,June,2,1,0.6020569546621737
Germany,Munich,92.21,159.09,55.0,22.94,3.37,100.82,99.0,23.82,90.96,8.52,2024-06-23,1471,Moderate,2024,6,June,2,0,0.38174432699932526
Germany,Berlin,144.05,218.08,51.22,34.41,4.07,74.21,136.0,26.2,98.02,6.32,2024-06-24,9175,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.43335823353899355
USA,Los Angeles,150.69,227.21,88.95,25.29,10.95,53.48,181.0,8.22,48.92,9.6,2024-06-25,1244,Unhealthy,2024,6,June,2,1,0.5184630318266724
China,Shanghai,96.35,138.2,44.36,47.87,6.18,80.14,115.0,16.74,57.64,9.22,2024-06-26,3695,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.4136781203794712
Japan,Osaka,143.94,193.4,62.375,67.03,6.23,53.5,177.0,27.35,83.29,5.6,2024-06-27,2006,Unhealthy,2024,6,June,2,1,0.4916039472066685
China,Beijing,140.87,196.59,47.59,50.81,7.71,47.95,147.0,16.1,57.28,8.45,2024-06-28,4631,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.4547904150320215
China,Shenzhen,112.22,176.35,46.9,45.43,8.35,84.36,143.0,36.64,63.62,6.08,2024-06-29,6536,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.4694555303865948
USA,Los Angeles,17.61,29.44,12.46,1.83,0.62,96.2,11.0,30.72,92.17,6.43,2024-06-30,6879,Good,2024,6,June,2,0,0.15172994858381336
China,Beijing,33.29,52.97,10.6,7.8,0.82,38.25,44.0,20.76,83.88,5.43,2024-07-01,2352,Good,2024,7,July,3,0,0.11019642701568765
Japan,Kyoto,106.89,170.12,82.57,27.54,3.15,79.05,138.0,11.39,97.85,0.5787499999999994,2024-07-02,9811,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.4054637023640544
China,Shenzhen,125.43,161.62,74.19,34.47,9.83,26.59,129.0,29.84,57.62,8.66,2024-07-03,7338,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.42575851297288997
China,Beijing,86.28,114.29,27.12,13.44,4.15,65.72,110.0,12.04,72.11,6.66,2024-07-04,5579,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.27382702786998386
Vietnam,Hanoi,182.59,304.39,85.21,69.59,14.52,71.65,277.0,21.21,82.86,3.13,2024-07-05,8128,Very Unhealthy,2024,7,July,3,1,0.7131453907163534
Germany,Berlin,66.59,98.31,30.31,10.59,4.36,45.25,82.0,20.89,36.02,6.56,2024-07-06,2485,Moderate,2024,7,July,3,0,0.22834228376903373
Germany,Berlin,128.18,181.16,52.72,55.13,6.02,87.31,124.0,38.17,80.87,7.54,2024-07-07,2625,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.4838564710884681
Germany,Munich,125.17,177.9,94.12,38.65,7.55,28.33,139.0,21.96,59.53,4.74,2024-07-08,3571,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.4392122064385
USA,New York,118.88,164.88,65.06,15.66,6.58,45.33,146.0,17.21,79.48,2.46,2024-07-09,3146,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.36595376351729736
Vietnam,Ho Chi Minh City,143.45,244.03,54.05,65.3,8.02,47.7,167.0,33.86,85.7,8.3,2024-07-10,2425,Unhealthy,2024,7,July,3,1,0.514189771564552
Germany,Munich,105.46,175.91,54.52,42.65,4.17,66.97,113.0,24.15,87.1,7.45,2024-07-11,9873,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.39922503737807075
China,Beijing,132.96,224.47,85.85,35.98,9.06,42.26,167.0,45.0,58.65,5.1,2024-07-12,6884,Unhealthy,2024,7,July,3,1,0.4857639847127873
China,Shenzhen,112.11,194.66,41.02,25.41,4.46,34.16,120.0,29.88,94.93,4.66,2024-07-13,3885,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.327523054454773
Germany,Munich,79.61,137.63,48.18,23.43,2.13,86.51,71.0,26.13,61.59,7.99,2024-07-14,4439,Moderate,2024,7,July,3,0,0.32495586645652996
Germany,Berlin,97.53,143.36,59.2,19.01,5.54,50.21,113.0,31.7,42.04,6.3,2024-07-15,7491,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.336089066785366
China,Beijing,116.26,150.09,77.74,43.93,8.76,87.65,143.0,35.66,35.96,6.22,2024-07-16,6815,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.500909165112814
Vietnam,Hanoi,101.41,122.64,80.5,41.57,3.4,96.48,78.0,22.21,91.52,6.81,2024-07-17,2984,Moderate,2024,7,July,3,0,0.42855089047926537
China,Shenzhen,176.84,217.95,102.89,67.13,5.27,84.06,151.0,15.67,51.47,7.4,2024-07-18,3570,Unhealthy,2024,7,July,3,1,0.5978909254957449
USA,New York,51.94,85.47,27.56,21.8,3.92,83.03,39.0,25.56,33.98,8.27,2024-07-19,5949,Good,2024,7,July,3,0,0.27293576234080447
USA,Los Angeles,69.5,83.7,43.1,32.93,5.16,61.61,36.0,29.3,72.62,7.92,2024-07-20,1124,Good,2024,7,July,3,0,0.30808926037872014
China,Beijing,72.93,95.9,24.35,21.2,1.86,96.46,64.0,38.78,61.58,5.48,2024-07-21,1738,Moderate,2024,7,July,3,0,0.28086605105743945
Germany,Berlin,184.39,273.5,121.73,27.31,7.45,29.93,161.0,18.92,18.23,8.44,2024-07-22,1798,Unhealthy,2024,7,July,3,1,0.5326945665266258
Vietnam,Da Nang,117.43,207.0,79.34,26.83,6.06,58.95,130.0,21.39,74.49,6.37,2024-07-23,4921,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.4312738672206331
China,Beijing,125.16,202.42,82.54,44.76,9.54,113.07,172.0,22.53,66.11,9.93,2024-07-24,7122,Unhealthy,2024,7,July,3,1,0.5780323383158877
USA,New York,102.08,169.69,67.32,17.46,3.5,17.61,112.0,12.41,90.12,5.17,2024-07-25,9018,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.2928905184644625
USA,Los Angeles,65.06,94.89,44.45,6.99,1.87,33.81,45.0,22.0,100.0,7.97,2024-07-26,2388,Good,2024,7,July,3,0,0.19259611770170934
USA,New York,156.85,278.36,123.7,23.08,6.47,29.87,217.0,31.35,98.13,2.61,2024-07-27,1033,Very Unhealthy,2024,7,July,3,1,0.4999059179251349
Vietnam,Da Nang,157.48,266.4,123.68,34.4,5.23,45.02,180.0,21.07,48.3,2.37,2024-07-28,1355,Unhealthy,2024,7,July,3,1,0.5206888685214502
China,Shenzhen,157.33,268.52,93.69,40.64,5.66,55.65,162.0,15.95,36.97,8.72,2024-07-29,6596,Unhealthy,2024,7,July,3,1,0.5176620449347682
Germany,Berlin,143.14,178.18,60.58,48.07,10.85,74.13,177.0,28.85,35.34,6.07,2024-07-30,7173,Unhealthy,2024,7,July,3,1,0.5260938421191604
China,Beijing,72.91,123.89,42.52,21.25,2.66,18.28,68.0,10.13,78.0,8.37,2024-07-31,6578,Moderate,2024,7,July,3,0,0.22355077398894255
Germany,Hamburg,151.24,221.96,53.72,15.81,6.73,71.59,150.0,30.97,67.65,5.61,2024-08-01,5600,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.43566385452700723
Germany,Berlin,144.98,181.94,86.06,53.13,4.83,80.76,158.0,20.87,58.25,2.89,2024-08-02,9423,Unhealthy,2024,8,August,3,1,0.5073482400673247
Japan,Osaka,58.02,102.04,42.4,20.86,1.71,37.72,60.0,26.27,52.33,9.31,2024-08-03,6064,Moderate,2024,8,August,3,0,0.21698212218199905
Vietnam,Da Nang,20.42,30.12,9.47,6.84,1.47,48.17,10.0,26.13,55.56,6.64,2024-08-04,8364,Good,2024,8,August,3,0,0.10827772597418217
USA,Chicago,113.98,160.27,49.89,36.29,6.87,74.22,164.0,14.36,49.99,5.94,2024-08-05,3336,Unhealthy,2024,8,August,3,1,0.4208250112595468
China,Beijing,164.5,282.94,118.85,26.34,9.62,97.25,228.0,40.76,82.09,8.55,2024-08-06,5680,Very Unhealthy,2024,8,August,3,1,0.6283422436404235
Japan,Kyoto,197.78,326.97,63.65,81.52,14.6,69.6,250.0,35.43,71.64,6.29,2024-08-07,4558,Very Unhealthy,2024,8,August,3,1,0.7291731513901764
China,Shenzhen,112.57,158.41,73.78,26.39,8.93,77.53,128.0,28.58,71.9,9.31,2024-08-08,4839,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.4551503937966784
Vietnam,Ho Chi Minh City,81.01,107.61,58.53,37.98,6.46,107.74,107.0,36.44,27.47,5.89,2024-08-09,8679,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.4258556487458121
Germany,Hamburg,149.49,242.43,73.92,73.61,10.76,49.35,179.0,28.13,68.19,4.54,2024-08-10,2236,Unhealthy,2024,8,August,3,1,0.5875381014781362
Japan,Osaka,91.62,121.77,69.72,21.66,2.28,99.89,64.0,40.9,100.0,3.07,2024-08-11,7174,Moderate,2024,8,August,3,0,0.36539550869765075
Japan,Osaka,84.37,125.88,66.32,41.52,2.13,45.55,83.0,26.97,65.9,1.74,2024-08-12,5717,Moderate,2024,8,August,3,0,0.32385720099945453
China,Shanghai,114.18,137.4,87.65,55.9,5.25,95.8,122.0,25.4,64.14,5.41,2024-08-13,1210,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.49743205038397903
Vietnam,Da Nang,123.78,170.02,94.35,44.37,9.43,106.16,164.0,32.7,57.12,6.98,2024-08-14,5844,Unhealthy,2024,8,August,3,1,0.5651338200077556
Japan,Tokyo,49.03,60.96,21.45,21.83,3.91,60.37,17.0,19.77,15.57,8.06,2024-08-15,2710,Good,2024,8,August,3,0,0.2244622379722361
Vietnam,Da Nang,218.93,298.8,109.79,57.15,8.56,64.09,241.0,29.53,93.24,2.9,2024-08-16,8395,Very Unhealthy,2024,8,August,3,1,0.6634167434404996
Germany,Munich,27.46,47.9,8.76,4.67,1.64,47.35,15.0,40.35,80.1,6.99,2024-08-17,7893,Good,2024,8,August,3,0,0.11707735476504359
Germany,Munich,76.67,95.74,24.81,33.5,5.41,58.58,124.0,21.45,50.47,2.9,2024-08-18,1957,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.29785681314923934
Japan,Tokyo,75.12,111.56,37.87,18.94,5.84,27.89,72.0,26.49,79.59,7.17,2024-08-19,8715,Moderate,2024,8,August,3,0,0.2580731854867642
Germany,Berlin,133.03,219.81,66.17,27.61,3.1,71.73,151.0,21.78,53.46,5.05,2024-08-20,3048,Unhealthy,2024,8,August,3,1,0.41711117674681136
Vietnam,Da Nang,174.36,215.45,54.28,48.48,13.17,103.76,199.0,35.69,72.5,5.75,2024-08-21,3623,Unhealthy,2024,8,August,3,1,0.6209401326833639
USA,New York,111.41,152.69,84.75,47.6,7.62,58.08,136.0,28.06,55.98,4.18,2024-08-22,6261,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.462972681969273
Germany,Hamburg,134.67,200.75,58.88,53.19,5.03,35.88,154.0,38.44,44.78,2.59,2024-08-23,1900,Unhealthy,2024,8,August,3,1,0.4239815460370108
Germany,Hamburg,130.19,179.83,95.21,29.31,10.22,79.84,193.0,26.42,81.25,6.89,2024-08-24,2215,Unhealthy,2024,8,August,3,1,0.5230759317181951
USA,New York,134.68,212.55,77.82,31.75,9.97,76.42,185.0,22.71,68.24,3.8,2024-08-25,3553,Unhealthy,2024,8,August,3,1,0.5185383923516088
China,Beijing,134.88,209.37,66.44,30.56,5.42,82.96,144.0,11.86,52.9,6.31,2024-08-26,2134,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.45961210252405066
Vietnam,Ho Chi Minh City,154.8,182.28,108.7,25.45,4.39,101.9,168.0,24.7,100.0,6.62,2024-08-27,8839,Unhealthy,2024,8,August,3,1,0.5112127533316004
USA,Chicago,154.02,270.0,70.15,31.81,8.51,100.35,235.0,24.1,61.71,7.98,2024-08-28,8238,Very Unhealthy,2024,8,August,3,1,0.5625936572626963
Vietnam,Ho Chi Minh City,98.16,134.34,56.75,28.77,3.59,58.03,80.0,23.67,87.34,5.25,2024-08-29,8828,Moderate,2024,8,August,3,0,0.33539105748426573
Germany,Berlin,69.11,96.14,24.73,9.72,2.6,99.71,77.0,30.44,100.0,7.1,2024-08-30,6493,Moderate,2024,8,August,3,0,0.27054766176075523
China,Beijing,71.79,125.56,22.6,34.68,4.9,79.29,99.0,38.95,60.36,5.99,2024-08-31,3476,Moderate,2024,8,August,3,0,0.3280781380963119
China,Shenzhen,196.5,304.59,77.19,42.59,5.19,99.67,201.0,17.57,59.67,4.3,2024-09-01,8967,Very Unhealthy,2024,9,September,3,1,0.5956129486344542
Vietnam,Da Nang,144.63,200.74,104.09,48.53,6.41,77.06,161.0,32.38,76.89,7.08,2024-09-02,6828,Unhealthy,2024,9,September,3,1,0.5403487105479153
USA,New York,169.58,207.87,115.13,62.44,12.32,53.59,199.0,29.05,55.19,6.5,2024-09-03,2173,Unhealthy,2024,9,September,3,1,0.6342619983704375
China,Shanghai,162.81,260.83,64.27,50.12,9.71,58.44,188.0,26.84,100.0,6.92,2024-09-04,9467,Unhealthy,2024,9,September,3,1,0.5512277341497605
Japan,Kyoto,205.79,350.3,62.49,60.33,10.93,51.56,250.0,18.93,69.53,8.98,2024-09-05,9398,Very Unhealthy,2024,9,September,3,1,0.641307443827046
Japan,Osaka,86.35,133.17,28.39,15.77,6.29,41.28,102.0,25.87,59.51,7.21,2024-09-06,4615,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.2809602942585405
Germany,Berlin,151.12,226.78,67.35,58.64,6.71,78.55,167.0,18.83,26.76,7.58,2024-09-07,2361,Unhealthy,2024,9,September,3,1,0.538841908124622
Japan,Tokyo,126.91,155.03,63.93,19.28,6.79,80.12,145.0,39.86,51.95,3.57,2024-09-08,6104,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.4186764561651642
China,Beijing,78.67,115.19,40.43,28.6,1.79,99.87,59.0,22.09,59.68,9.46,2024-09-09,1656,Moderate,2024,9,September,3,0,0.32813276223923477
Vietnam,Da Nang,39.5,62.83,15.84,9.93,3.05,64.17,32.0,31.02,43.61,7.89,2024-09-10,5011,Good,2024,9,September,3,0,0.18634029080849457
Germany,Munich,203.95,282.88,68.18,81.76,11.45,61.92,229.0,30.86,100.0,4.36,2024-09-11,5024,Very Unhealthy,2024,9,September,3,1,0.6740213772270368
USA,Chicago,64.6,87.64,32.06,24.46,4.44,57.4,70.0,24.8,71.42,5.17,2024-09-12,3433,Moderate,2024,9,September,3,0,0.26554339200516935
